item_id,english,de,es-CO,fr-CA,labels,nl
pick-buddy,Pick a buddy to play with!,"Du kannst dir jetzt aussuchen, wer mit dir spielen soll!",¡Escoge un amigo para jugar!,Choisissez un ami avec qui jouer !,general,
proud,proud,stolz,orgulloso,fier,theory-of-mind,
redball,The red ball,Den roten Ball,La pelota roja,La balle rouge,theory-of-mind,
redstack,The medium sized red stack,Den mittelgroßen roten Stapel,La torre roja mediana,The medium sized red stack,theory-of-mind,
replay-button,Press the speaker button if you want the question repeated.,"Klick auf die Wiederholungstaste, wenn du die Frage nochmal hören willst.",Presiona el botón del altavoz si deseas que se repita la pregunta.,Appuie sur le bouton haut-parleur si tu veux que la question soit répétée.,general,
rocks,A rock,Einen Felsen,Una roca,Une roche,theory-of-mind,
rug,Under the rug,Unter dem Teppich,Debajo de la alfombra,Sous le tapis,theory-of-mind,
sad,sad,traurig,triste,triste,theory-of-mind,
same-different-selection-both-blue,Here are two cards. Something's the same. They both have blue shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes bleues.,same-different-selection,
same-different-selection-both-blue-heavy,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,same-different-selection,
same-different-selection-both-circles,Here are two cards. Something's the same. They both have circles.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen círculos.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des cercles.,same-different-selection,
same-different-selection-both-circles-heavy,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,same-different-selection,
same-different-selection-both-green,Here are two cards. Something's the same. They both have green shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes vertes.,same-different-selection,
same-different-selection-both-green-heavy,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,same-different-selection,
same-different-selection-both-large,Here are two cards. Something's the same. They both have large shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des grandes formes.,same-different-selection,
same-different-selection-both-large-heavy,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,same-different-selection,
same-different-selection-both-medium,Here are two cards. Something's the same. They both have medium-sized shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes de taille moyenne.,same-different-selection,
same-different-selection-both-medium-heavy,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,same-different-selection,
same-different-selection-both-red,Here are two cards. Something's the same. They both have red shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes rouges.,same-different-selection,
same-different-selection-both-red-heavy,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,same-different-selection,
same-different-selection-both-small,Here are two cards. Something's the same. They both have small shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des petites formes.,same-different-selection,
same-different-selection-both-small-heavy,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,same-different-selection,
same-different-selection-both-squares,Here are two cards. Something's the same. They both have squares.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des carrés.,same-different-selection,
same-different-selection-both-squares-heavy,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,same-different-selection,
same-different-selection-both-triangles,Here are two cards. Something's the same. They both have triangles.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen triángulos.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des triangles.,same-different-selection,
same-different-selection-both-triangles-heavy,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,same-different-selection,
same-different-selection-both-yellow,Here are two cards. Something's the same. They both have yellow shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras amarillas.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes jaunes.,same-different-selection,
same-different-selection-both-yellow-heavy,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,same-different-selection,
same-different-selection-instruct1,"This is the matching game. In this game, you're going to choose sets of cards that match in some way. First, let's look at some of the cards you are going to see.","Jetzt spielen wir ein Spiel, bei dem es darum geht, Karten auszuwählen, die auf irgendeine Art zusammenpassen. Lass uns mal schauen, wie die Karten aussehen, die du in dem Spiel sehen wirst. ","Este es el juego de parejas. En este juego, vas a elegir conjuntos de cartas que se parecen de alguna manera. Primero, veamos algunas de las cartas que vas a ver.","Voici le jeu de correspondance. Dans ce jeu, tu vas choisir des ensembles de cartes qui correspondent d'une certaine manière. D'abord, regardons certaines des cartes que tu vas voir.",same-different-selection,
same-different-selection-instruct1-heavy,"This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.","This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.","This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.","This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.",same-different-selection,
same-different-selection-instruct2,Now you're going to see two cards that are the same in one way. Then you will see a new card that is similar to one of those cards. Your job is to choose the card that is similar to the new card.,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist.",Ahora vas a ver dos cartas que son iguales de alguna manera. Luego vas a ver una nueva carta que se parece a una de esas cartas. Tu trabajo es elegir la carta que se parece en algo a esa nueva carta.,"Maintenant, tu vas voir deux cartes qui sont les mêmes d'une certaine manière. Ensuite, tu verras une nouvelle carte semblable à l'une de ces cartes. Ta tâche est de choisir la carte qui est similaire à la nouvelle carte.",same-different-selection,
same-different-selection-instruct2-heavy,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,same-different-selection,
same-different-selection-instruct3,"Now you're going to see three cards, and you're going to choose two that are the same in some way. Then you're going to see the same cards again, and pick two cards that are the same in a different way.","Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind.","Ahora vas a ver tres cartas y debes escoger dos que sean iguales de alguna manera. Luego vas a ver las mismas tres cartas, pero  vas a escoger otras dos cartas que sean iguales de alguna otra manera.","Maintenant, tu vas voir trois cartes, et tu vas choisir deux qui sont similaires de quelque façon. Ensuite, tu verras à nouveau les mêmes cartes et tu choisiras deux cartes qui sont similaires d'une manière différente.",same-different-selection,
