identifier,labels,text,en,es-CO,de,fr-CA,nl,de-CH,es-AR,en-GH
ChildConductLevel,parent_survey_child,Severe,Severe,Severo,schwerwiegend,Sévères,Ernstig,schwerwiegend,Severo,Severe
ChildDevDelay,parent_survey_child,Developmental Delay,Developmental Delay,Atraso en el desarrollo,Entwicklungsverzögerung,Retard de développement,Ontwikkelingsachterstand,Entwicklungsverzögerung,Atraso en el desarrollo,Developmental Delay
ChildDevDelay,parent_survey_child,,,,,,,,,
ChildDevDelay,parent_survey_child,,,,,,,,,
ChildDevDelay,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildDevDelay,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildDevDelayCurrent,parent_survey_child,Does your child <b>CURRENTLY</b > have Developmental Delay?,Does your child <b>CURRENTLY</b > have Developmental Delay?,¿<b>ACTUALMENTE</b> su niño(a) tiene un atraso en su desarrollo?,Hat Ihr Kind <b>AKTUELL</b> eine Entwicklungsverzögerung?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un retard de développement ?,Heeft uw kind momenteel een ontwikkelingsachterstand?,Hat Ihr Kind <b>AKTUELL</b> eine Entwicklungsverzögerung?,¿<b>ACTUALMENTE</b> su niño(a) tiene un atraso en su desarrollo?,Does your child <b>CURRENTLY</b > have Developmental Delay?
ChildDevDelayCurrent,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildDevDelayCurrent,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildDevDelayLevel,parent_survey_child,"Zijn de huidige ontwikkelingsachterstanden mild, matig of ernstig?","Zijn de huidige ontwikkelingsachterstanden mild, matig of ernstig?","¿Los atrasos actuales del desarrollo son leves, moderados o severos?","Sind die aktuellen Entwicklungsverzögerungen leicht, mäßig oder schwerwiegend?","Les retards de développement actuels sont-ils légers, modérés ou sévères ?","Les retards de développement actuels sont-ils légers, modérés ou sévères ?"," mäßig oder schwerwiegend?""","¿Los atrasos actuales del desarrollo son leves, moderados o severos?"," mäßig oder schwerwiegend?"""
ChildDevDelayLevel,parent_survey_child,Mild,Mild,Leve,leicht,Légers,Mild,leicht,Leve,Mild
ChildDevDelayLevel,parent_survey_child,Moderate,Moderate,Moderado,mäßig,Modérés,Matig,mäßig,Moderado,Moderate
ChildDevDelayLevel,parent_survey_child,Severe,Severe,Severo,schwerwiegend,Sévères,Ernstig,schwerwiegend,Severo,Severe
ChildIntellDis,parent_survey_child,Intellectual Disability,Intellectual Disability,Discapacidad intelectual,Geistige Behinderung,Déficience intellectuelle,Verstandelijke beperking,Geistige Behinderung,Discapacidad intelectual,Intellectual Disability
ChildIntellDis,parent_survey_child,,,,,,,,,
ChildIntellDis,parent_survey_child,,,,,,,,,
ChildIntellDis,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildIntellDis,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildIntellDisCurrent,parent_survey_child,Does your child <b>CURRENTLY</b > have an Intellectual Disability?,Does your child <b>CURRENTLY</b > have an Intellectual Disability?,¿<b>ACTUALMENTE</b> su niño(a) tiene de discapacidad intelectual?,Hat Ihr Kind <b>AKTUELL</b> eine geistige Behinderung?,Votre enfant a-t-il <b>ACTUELLEMENT</b> une déficience intellectuelle ?,Heeft uw kind momenteel een verstandelijke beperking?,Hat Ihr Kind <b>AKTUELL</b> eine geistige Behinderung?,¿<b>ACTUALMENTE</b> su niño(a) tiene de discapacidad intelectual?,Does your child <b>CURRENTLY</b > have an Intellectual Disability?
ChildIntellDisCurrent,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildIntellDisCurrent,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildIntellDisLevel,parent_survey_child,"Is de huidige verstandelijke beperking mild, matig of ernstig?","Is de huidige verstandelijke beperking mild, matig of ernstig?","¿La discapacidad intelectual actual es leve, moderada o severa?","Ist die aktuelle geistige Behinderung leicht, mäßig oder schwerwiegend?","La déficience intellectuelle actuelle est-elle légère, modérée ou sévère ?","La déficience intellectuelle actuelle est-elle légère, modérée ou sévère ?"," mäßig oder schwerwiegend?""","¿La discapacidad intelectual actual es leve, moderada o severa?"," mäßig oder schwerwiegend?"""
ChildIntellDisLevel,parent_survey_child,Mild,Mild,Leve,leicht,Légers,Mild,leicht,Leve,Mild
ChildIntellDisLevel,parent_survey_child,Moderate,Moderate,Moderada,mäßig,Modérés,Matig,mäßig,Moderada,Moderate
ChildIntellDisLevel,parent_survey_child,Severe,Severe,Severa,schwerwiegend,Sévères,Ernstig,schwerwiegend,Severa,Severe
ChildSpeechLang,parent_survey_child,Speech or other language disorder,Speech or other language disorder,Trastorno del habla u otro trastorno del lenguaje,Sprech- oder andere Sprachstörung,Trouble de la parole ou autre trouble du langage,Spraak- of andere taalstoornis,Sprech- oder andere Sprachstörung,Trastorno del habla u otro trastorno del lenguaje,Speech or other language disorder
ChildSpeechLang,parent_survey_child,,,,,,,,,
ChildSpeechLang,parent_survey_child,,,,,,,,,
ChildSpeechLang,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildSpeechLang,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildSpeechLangCurrent,parent_survey_child,Does your child <b>CURRENTLY</b > have a Speech or other language disorder?,Does your child <b>CURRENTLY</b > have a Speech or other language disorder?,¿<b>ACTUALMENTE</b> su niño(a) tiene un trastorno del habla u otro trastorno del lenguaje?,Hat Ihr Kind <b>AKTUELL</b> eine Sprech- oder andere Sprachstörung?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un trouble de la parole ou autre trouble du langage ?,Heeft uw kind momenteel een spraak- of andere taalstoornis?,Hat Ihr Kind <b>AKTUELL</b> eine Sprech- oder andere Sprachstörung?,¿<b>ACTUALMENTE</b> su niño(a) tiene un trastorno del habla u otro trastorno del lenguaje?,Does your child <b>CURRENTLY</b > have a Speech or other language disorder?
ChildSpeechLangCurrent,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildSpeechLangCurrent,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildSpeechLangLevel,parent_survey_child,"Is de huidige spraak- of andere taalstoornis mild, matig of ernstig?","Is de huidige spraak- of andere taalstoornis mild, matig of ernstig?","¿El trastorno actual del habla u otro trastorno del lenguaje es leve, moderado o severo?","Ist die aktuelle Sprech- oder andere Sprachstörungen leicht, mäßig oder schwerwiegend?","Le trouble actuel de la parole ou autre trouble du langage est-il léger, modéré ou sévère ?","Le trouble actuel de la parole ou autre trouble du langage est-il léger, modéré ou sévère ?"," mäßig oder schwerwiegend?""","¿El trastorno actual del habla u otro trastorno del lenguaje es leve, moderado o severo?"," mäßig oder schwerwiegend?"""
ChildSpeechLangLevel,parent_survey_child,Mild,Mild,Leve,leicht,Légers,Mild,leicht,Leve,Mild
ChildSpeechLangLevel,parent_survey_child,Moderate,Moderate,Moderado,mäßig,Modérés,Matig,mäßig,Moderado,Moderate
ChildSpeechLangLevel,parent_survey_child,Severe,Severe,Severo,schwerwiegend,Sévères,Ernstig,schwerwiegend,Severo,Severe
ChildLearnDis,parent_survey_child,Learning Disability,Learning Disability,Discapacidades del aprendizaje,Lernbehinderung,Trouble d'apprentissage,Leerstoornis,Lernbehinderung,Discapacidades del aprendizaje,Learning Disability
ChildLearnDis,parent_survey_child,,,,,,,,,
ChildLearnDis,parent_survey_child,,,,,,,,,
ChildLearnDis,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildLearnDis,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildLearnDisCurrent,parent_survey_child,Does your child <b>CURRENTLY</b > have a Learning Disability?,Does your child <b>CURRENTLY</b > have a Learning Disability?,¿<b>ACTUALMENTE</b> su niño(a) tiene discapacidades del aprendizaje?,Hat Ihr Kind <b>AKTUELL</b> eine Lernbehinderung?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un trouble d'apprentissage ?,Heeft uw kind momenteel een leerstoornis?,Hat Ihr Kind <b>AKTUELL</b> eine Lernbehinderung?,¿<b>ACTUALMENTE</b> su niño(a) tiene discapacidades del aprendizaje?,Does your child <b>CURRENTLY</b > have a Learning Disability?
ChildLearnDisCurrent,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildLearnDisCurrent,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildLearnDisLevel,parent_survey_child,"Is de huidige leerstoornis mild, matig of ernstig?","Is de huidige leerstoornis mild, matig of ernstig?","¿La discapacidad de aprendizaje actual es leve, moderada o severo?","Ist die aktuelle Lernbehinderung leicht, mäßig oder schwerwiegend?","Le trouble d’apprentissage actuel est-il léger, modéré ou sévère ?","Le trouble d’apprentissage actuel est-il léger, modéré ou sévère ?"," mäßig oder schwerwiegend?""","¿La discapacidad de aprendizaje actual es leve, moderada o severo?"," mäßig oder schwerwiegend?"""
ChildLearnDisLevel,parent_survey_child,Mild,Mild,Leve,leicht,Légers,Mild,leicht,Leve,Mild
ChildLearnDisLevel,parent_survey_child,Moderate,Moderate,Moderado,mäßig,Modérés,Matig,mäßig,Moderado,Moderate
ChildLearnDisLevel,parent_survey_child,Severe,Severe,Severo,schwerwiegend,Sévères,Ernstig,schwerwiegend,Severo,Severe
ChildAutism,parent_survey_child,Autism Spectrum Disorder (ASD) <br>(includes Asperger's Disorder or Pervasive Developmental Disorder (PDD)),Autism Spectrum Disorder (ASD) <br>(includes Asperger's Disorder or Pervasive Developmental Disorder (PDD)),Trastorno del espectro autista (TEA) <br>(incluye el síndrome de Asperger o trastorno generalizado del desarrollo (TGD)),Autismus-Spektrum-Störung (ASS)<br>(einschließlich Asperger-Syndrom oder tiefgreifende Entwicklungsstörung),Trouble du spectre de l'autisme (TSA) <br>(inclut le syndrome d'Asperger ou le trouble envahissant du développement (TED)),Autisme Spectrum Stoornis (ASS) <br>(omvat Asperger stoornis of Pervasieve ontwikkelingsstoornis (PDD)),Autismus-Spektrum-Störung (ASS)<br>(einschließlich Asperger-Syndrom oder tiefgreifende Entwicklungsstörung),Trastorno del espectro autista (TEA) <br>(incluye el síndrome de Asperger o trastorno generalizado del desarrollo (TGD)),Autism Spectrum Disorder (ASD) <br>(includes Asperger's Disorder or Pervasive Developmental Disorder (PDD))
ChildAutism,parent_survey_child,,,,,,,,,
ChildAutism,parent_survey_child,,,,,,,,,
ChildAutism,parent_survey_child,Don't know,Don't know,No sé,weiß nicht,Je ne sais pas,Weet ik niet,weiß nicht,No sé,Don't know
ChildAutism,parent_survey_child,Prefer not to respond,Prefer not to respond,Prefiero no responder,Ich möchte nicht antworten,Préfère ne pas répondre,Liever niet antwoorden,Ich möchte nicht antworten,Prefiero no responder,Prefer not to respond
ChildAutismCurrent,parent_survey_child,Does your child <b>CURRENTLY</b > have an Autism Spectrum Disorder (ASD) (includes Asperger's Disorder or Pervasive Developmental Disorder (PDD))?,Does your child <b>CURRENTLY</b > have an Autism Spectrum Disorder (ASD) (includes Asperger's Disorder or Pervasive Developmental Disorder (PDD))?,¿<b>ACTUALMENTE</b> su niño(a) tiene Trastorno del espectro autista (incluye el síndrome de Asperger o Trastorno generalizado del desarrollo),Leidet Ihr Kind <b>AKTUELL</b> an einer Autismus-Spektrum-Störung (einschließlich Asperger-Syndrom oder tiefgreifender Entwicklungsstörung)?,Votre enfant a-t-il <b>ACTUELLEMENT</b> un trouble du spectre de l'autisme (TSA) (inclut le syndrome d'Asperger ou le trouble envahissant du développement) ?,Heeft uw kind momenteel een autismespectrumstoornis (ASS) (omvat Asperger stoornis of Pervasieve ontwikkelingsstoornis (PDD))?,Leidet Ihr Kind <b>AKTUELL</b> an einer Autismus-Spektrum-Störung (einschließlich Asperger-Syndrom oder tiefgreifender Entwicklungsstörung)?,¿<b>ACTUALMENTE</b> su niño(a) tiene Trastorno del espectro autista (incluye el síndrome de Asperger o Trastorno generalizado del desarrollo),Does your child <b>CURRENTLY</b > have an Autism Spectrum Disorder (ASD) (includes Asperger's Disorder or Pervasive Developmental Disorder (PDD))?
ChildAutismCurrent,parent_survey_child,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
ChildAutismCurrent,parent_survey_child,No,No,No,Nein,Non,Nee,Nein,No,No
ChildAutismLevel,parent_survey_child,"Is de huidige assstoornis (omvat Asperger- of Pervasieve ontwikkelingsstoornis), mild, matig of ernstig?","Is de huidige assstoornis (omvat Asperger- of Pervasieve ontwikkelingsstoornis), mild, matig of ernstig?","¿El trastorno actual del espectro autista (incluye el trastorno de Asperger o trastorno generalizado del desarrollo) es leve, moderado o severo?","Handelt es sich bei der aktuellen Autismus-Spektrum-Störung (einschließlich Asperger-Syndrom oder tiefgreifende Entwicklungsstörung) um eine leicht, mäßige oder schwerwiegend?","Le trouble du spectre de l’autisme actuel (inclut le syndrome d'Asperger ou le trouble envahissant du développement) est-il léger, modéré ou sévère ?","Le trouble du spectre de l’autisme actuel (inclut le syndrome d'Asperger ou le trouble envahissant du développement) est-il léger, modéré ou sévère ?"," mäßige oder schwerwiegend?""","¿El trastorno actual del espectro autista (incluye el trastorno de Asperger o trastorno generalizado del desarrollo) es leve, moderado o severo?"," mäßige oder schwerwiegend?"""
ChildAutismLevel,parent_survey_child,Mild,Mild,Leve,leicht,Légers,Mild,leicht,Leve,Mild
ChildAutismLevel,parent_survey_child,Moderate,Moderate,Moderado,mäßig,Modérés,Matig,mäßig,Moderado,Moderate
ChildAutismLevel,parent_survey_child,Severe,Severe,Severo,schwerwiegend,Sévères,Ernstig,schwerwiegend,Severo,Severe
ChildADHD,parent_survey_child,Attention Deficit Disorder or Attention Deficit Hyperactivity Disorder (ADD or ADHD),Attention Deficit Disorder or Attention Deficit Hyperactivity Disorder (ADD or ADHD),Trastorno por déficit de atención (TDA) o trastorno por déficit de atención e hiperactividad (TDAH),Aufmerksamkeitsdefizit- oder Hyperaktivitätsstörung (ADHD oder ADHS),Trouble du déficit de l'attention ou hyperactivité (TDA ou TDAH),Aandachtstekortstoornis of Aandachtstekortstoornis met hyperactiviteit (ADD of ADHD),Aufmerksamkeitsdefizit- oder Hyperaktivitätsstörung (ADHD oder ADHS),Trastorno por déficit de atención (TDA) o trastorno por déficit de atención e hiperactividad (TDAH),Attention Deficit Disorder or Attention Deficit Hyperactivity Disorder (ADD or ADHD)
