item_id,task,en-US,es-AR,es-CO,de-DE,ar-IL,en-GB,eo-UY,he-IL,nl-NL,pt-BR
number-identification-15,egma-math,Choose the 87.,Elegí el 87.,Escoge el 87.,Wähle die  Siebenundachzig.,NO APPROVED TRANSLATION,Choose the 87.,Elektu la 87.,NO APPROVED TRANSLATION,Kies de 87.,Escolha o 87.
number-identification-16,egma-math,Choose the 65.,Elegí el 65.,Escoge el 65.,Wähle die  65.,NO APPROVED TRANSLATION,Choose the 65.,Elektu la 65.,NO APPROVED TRANSLATION,Kies de 65.,Escolha o 65.
number-identification-17,egma-math,Choose the 108.,Elegí el 108.,Escoge el 108.,Wähle die  Einhundertacht.,NO APPROVED TRANSLATION,Choose the 108.,Elektu la 108.,NO APPROVED TRANSLATION,Kies de 108.,Escolha o 108.
number-identification-18,egma-math,Choose the 245.,Elegí el 245.,"Escoge el doscientos, cuarenta y cinco.",Wähle die  Zweihundertfünfundvierzig.,NO APPROVED TRANSLATION,Choose the 245.,Elektu la 245.,NO APPROVED TRANSLATION,Kies de 245.,Escolha o 245.
number-identification-19,egma-math,Choose the 587.,Elegí el 587.,Escoge el quinientos ochenta y siete.,Wähle die  Fünfhundertsiebenundachzig.,NO APPROVED TRANSLATION,Choose the 587.,Elektu la 587.,NO APPROVED TRANSLATION,Kies de 587.,Escolha o 587.
number-identification-2,egma-math,Choose the 2.,Elegí el 2.,Escoge el 2.,Wähle die Zwei.,NO APPROVED TRANSLATION,Choose the 2.,Elektu la numeron 2.,NO APPROVED TRANSLATION,Kies de 2.,Escolha o 2.
number-identification-20,egma-math,Choose the 731.,Elegí el 731.,Escoge el setecientos treinta y uno.,Wähle die  Siebenhunderteinunddreißig.,NO APPROVED TRANSLATION,Choose the 731.,Elektu la 731.,NO APPROVED TRANSLATION,Kies de 731.,Escolha o 731.
number-identification-21,egma-math,Choose the 989.,Elegí el 989.,NO APPROVED TRANSLATION,Wähle die  Neunhundertneunundachzig.,NO APPROVED TRANSLATION,Choose the 989.,Elektu la 989.,NO APPROVED TRANSLATION,Kies de 989.,Escolha o 989.
number-identification-22,egma-math,Choose the 6.,Elegí el 6.,Escoge el 6.,Wähle die sechs.,NO APPROVED TRANSLATION,Choose the 6.,Elektu la 6.,NO APPROVED TRANSLATION,Kies de 6.,Escolha o 6.
number-identification-23,egma-math,Choose the 14.,Elegí el 14.,Escoge el 14.,Wähle die vierzehn.,NO APPROVED TRANSLATION,Choose the 14.,Elektu la 14.,NO APPROVED TRANSLATION,Kies de 14.,Escolha o 14.
number-identification-24,egma-math,Choose the 18.,Elegí el 18.,Escoge el 18.,Wähle die achtzehn.,NO APPROVED TRANSLATION,Choose the 18.,Elektu la 18.,NO APPROVED TRANSLATION,Kies de 18.,Escolha o 18.
number-identification-25,egma-math,Choose the 26.,Elegí el 26.,Escoge el 26.,Wähle die sechsundzwanzig.,NO APPROVED TRANSLATION,Choose the 26.,Elektu la 26.,NO APPROVED TRANSLATION,Kies de 26.,Escolha o 26.
number-identification-26,egma-math,Choose the 35.,Elegí el 35.,Escoge el 35.,Wähle die fünfunddreißig.,NO APPROVED TRANSLATION,Choose the 35.,Elektu la 35.,NO APPROVED TRANSLATION,Kies de 35.,Escolha o 35.
number-identification-27,egma-math,Choose the 41.,Elegí el 41.,Escoge el 41.,Wähle die einundvierzig.,NO APPROVED TRANSLATION,Choose the 41.,Elektu la 41.,NO APPROVED TRANSLATION,Kies de 41.,Escolha o 41.
number-identification-28,egma-math,Choose the 47.,Elegí el 47.,Escoge el 47.,Wähle die siebenundvierzig.,NO APPROVED TRANSLATION,Choose the 47.,Elektu la 47.,NO APPROVED TRANSLATION,Kies de 47.,Escolha o 47.
number-identification-29,egma-math,Choose the 50.,Elegí el 50.,Escoge el 50.,Wähle die fünfzig.,NO APPROVED TRANSLATION,Choose the 50.,Elektu la 50.,NO APPROVED TRANSLATION,Kies de 50.,Escolha o 50.
number-identification-3,egma-math,Choose the 9.,Elegí el 9.,Escoge el 9.,Wähle die Neun.,NO APPROVED TRANSLATION,Choose the 9.,Elektu la numeron 9.,NO APPROVED TRANSLATION,Kies de 9.,Escolha o 9.
number-identification-30,egma-math,Choose the 55.,Elegí el 55.,Escoge el 55.,Wähle die fünfundfünfzig.,NO APPROVED TRANSLATION,Choose the 55.,Elektu la 55.,NO APPROVED TRANSLATION,Kies de 55.,Escolha o 55.
number-identification-31,egma-math,Choose the 66.,Elegí el 66.,"Escoge, el, 66.",Wähle die sechsundsechzig.,NO APPROVED TRANSLATION,Choose the 66.,Elektu la 66.,NO APPROVED TRANSLATION,Kies de 66.,Escolha o 66.
number-identification-32,egma-math,Choose the 67.,Elegí el 67.,Escoge el 67.,Wähle die siebenundsechzig.,NO APPROVED TRANSLATION,Choose the 67.,Elektu la 67.,NO APPROVED TRANSLATION,Kies de 67.,Escolha o 67.
number-identification-33,egma-math,Choose the 88.,Elegí el 88.,Escoge el 88.,Wähle die achtundachtzig.,NO APPROVED TRANSLATION,Choose the 88.,Elektu la 88.,NO APPROVED TRANSLATION,Kies de 88.,Escolha o 88.
number-identification-34,egma-math,Choose the 101.,Elegí el 101.,Escoge el 101.,Wähle die einhunderteins.,NO APPROVED TRANSLATION,Choose the 101.,Elektu la 101.,NO APPROVED TRANSLATION,Kies de 101.,Escolha o 101.
number-identification-35,egma-math,Choose the 426.,Elegí el 426.,Escoge el 426.,Wähle die vierhundertsechsundzwanzig.,NO APPROVED TRANSLATION,Choose the 426.,Elektu la 426.,NO APPROVED TRANSLATION,Kies de 426.,Escolha o 426.
number-identification-36,egma-math,Choose the 131.,Elegí el 131.,"Escoge,, el ciento, treinta y uno",Wähle die einhunderteinunddreißig.,NO APPROVED TRANSLATION,Choose the 131.,Elektu la 131.,NO APPROVED TRANSLATION,Kies de 131.,Escolha o 131.
number-identification-37,egma-math,Choose the 256.,Elegí el 256.,Escoge el 256.,Wähle die zweihundertsechsundfünfzig.,NO APPROVED TRANSLATION,Choose the 256.,Elektu la 256.,NO APPROVED TRANSLATION,Kies de 256.,Escolha o 256.
number-identification-38,egma-math,Choose the 349.,Elegí el 349.,Escoge el 349.,Wähle die dreihundertneunundvierzig.,NO APPROVED TRANSLATION,Choose the 349.,Elektu la 349.,NO APPROVED TRANSLATION,Kies de 349.,Escolha o 349.
number-identification-39,egma-math,Choose the 543.,Elegí el 543.,Escoge el 543.,Wähle die fünfhundertdreiundvierzig.,NO APPROVED TRANSLATION,Choose the 543.,Elektu la 543.,NO APPROVED TRANSLATION,Kies de 543.,Escolha o 543.
number-identification-4,egma-math,Choose the 0.,Elegí el 0.,Escoge el 0.,Wähle die Null.,NO APPROVED TRANSLATION,Choose the 0.,Elektu la numeron 0.,NO APPROVED TRANSLATION,Kies de 0.,Escolha o 0.
number-identification-40,egma-math,Choose the 617.,Elegí el 617.,Escoge el 617.,Wähle die sechshundertsiebzehn.,NO APPROVED TRANSLATION,Choose the 617.,Elektu la 617.,NO APPROVED TRANSLATION,Kies de 617.,Escolha o 617.
number-identification-41,egma-math,Choose the 877.,Elegí el 877.,Escoge el 877.,Wähle die achthundertsiebenundsiebzig.,NO APPROVED TRANSLATION,Choose the 877.,Elektu la 877.,NO APPROVED TRANSLATION,Kies de 877.,Escolha o 877.
number-identification-42,egma-math,Choose the 8.,Elegí el 8.,Escoge el 8.,Wähle die  8.,NO APPROVED TRANSLATION,Choose the 8.,Elektu la 8.,NO APPROVED TRANSLATION,Kies de 8.,Escolha o 8.
number-identification-45,egma-math,Choose the 3.,Elegí el 3.,"Escoge, el, 3.",Wähle die 3.,NO APPROVED TRANSLATION,Choose the 3.,Elektu la 3.,NO APPROVED TRANSLATION,Kies de 3.,Escolha o 3.
number-identification-5,egma-math,Choose the 12.,Elegí el 12.,Escoge el 12.,Wähle die Zwölf.,NO APPROVED TRANSLATION,Choose the 12.,Elektu la 12.,NO APPROVED TRANSLATION,Kies de 12.,Escolha o 12.
number-identification-6,egma-math,Choose the 30.,Elegí el 30.,Escoge el 30.,Wähle die Dreißig.,NO APPROVED TRANSLATION,Choose the 30.,Elektu la 30.,NO APPROVED TRANSLATION,Kies de 30.,Escolha o 30.
number-identification-7,egma-math,Choose the 22.,Elegí el 22.,Escoge el 22.,Wähle die  Zweiundzwanzig.,NO APPROVED TRANSLATION,Choose the 22.,Elektu la 22.,NO APPROVED TRANSLATION,Kies de 22.,Escolha o 22.
number-identification-8,egma-math,Choose the 45.,Elegí el 45.,Escoge el 45.,Wähle die  Fünfundvierzig.,NO APPROVED TRANSLATION,Choose the 45.,Elektu la 45.,NO APPROVED TRANSLATION,Kies de 45.,Escolha o 45.
number-identification-9,egma-math,Choose the 39.,Elegí el 39.,Escoge el 39.,Wähle die  Neununddreißig.,NO APPROVED TRANSLATION,Choose the 39.,Elektu la 39.,NO APPROVED TRANSLATION,Kies de 39.,Escolha o 39.
number-identification-prompt1,egma-math,Choose the number you hear.,Elegí el número que escuches.,NO APPROVED TRANSLATION,"Wähle die Zahl, die du hörst.",NO APPROVED TRANSLATION,Choose the number you hear.,"Elektu la nombron, kiun vi aŭdas.",NO APPROVED TRANSLATION,Kies het getal dat je hoort.,Escolha o número que você ouvir.
number-line-instruct1,egma-math,Here is a number line. You can move the slider forward and backward along the line. Move the slider so it is in the right place to show where the number belongs. Make sure you look at the numbers at each end when deciding where to move the slider.,Aquí tenés una recta numérica. Sobre ella hay un marcador que vos podés mover hacia la derecha o izquierda. Tenés que ubicar ese marcador en el lugar de la recta donde estaría ubicado el número que te indicará cada ejercicio. Asegurate de revisar bien cuáles son los números de los extremos de la recta antes de decidir dónde ubicar el marcador.,Aquí tienes una recta numérica. Sobre ella hay un marcador que tu puedes mover hacia la derecha o izquierda. Tu debes ubicar este marcador en el lugar de la recta donde estaría ubicado el número que te indicará cada ejercicio. Asegúrate de revisar bien cuáles son los números de los extremos de la recta antes de decidir dónde ubicar el marcador.,"Hier ist eine Zahlenreihe. Du kannst den Schieber vorwärts und rückwärts entlang der Linie bewegen. Ändere den Schieber so, dass er sich an der richtigen Stelle befindet, um zu zeigen, wo die Zahl hingehört. Achte darauf, dass du die Zahlen an beiden Enden ansiehst, wenn du entscheidest, wohin du den Schieber platzierst.",NO APPROVED TRANSLATION,Here is a number line. You can move the slider forward and backward along the line. Move the slider so it is in the right place to show where the number belongs. Make sure you look at the numbers at each end when deciding where to move the slider.,Jen estas nombrolinio. Vi povas movi la glitilon antaŭen kaj reen laŭ la linio. Movu la glitilon tiel ke ĝi estu en la ĝusta loko por montri kie la nombro apartenas. Certiĝu rigardi la nombrojn ĉe ĉiu fino kiam vi decidas kien movi la glitilon.,NO APPROVED TRANSLATION,Hier is een getallenlijn. Je kunt de schuifregelaar vooruit en achteruit bewegen langs de lijn. Verplaats de schuifregelaar zodat hij op de juiste plek staat om te laten zien waar het getal hoort. Kijk goed naar de getallen aan beide uiteinden als je beslist waar je de slider plaatst.,Aqui está uma linha numérica. Você pode mover o marcador para frente e para trás até o lugar certo do número na linha. Olhe os números em cada extremidade ao decidir para onde mover o marcador.
number-line-prompt1,egma-math,Choose the number that is marked on the number line.,Elegí el número que está marcado en la recta numérica.,Escoge el número que está marcado en la recta numérica.,"Wähle die Zahl, die auf der Zahlenreihe markiert ist.",NO APPROVED TRANSLATION,Choose the number that is marked on the number line.,"Elektu la nombron, kiu estas markita sur la nombrolinio.",NO APPROVED TRANSLATION,Kies het getal dat op de getallenlijn gemarkeerd staat.,Escolha o número que está marcado na linha numérica.
number-line-slider-prompt1,egma-math,Move the slider to mark the number.,Ubicá el marcador sobre la recta numérica para marcar el lugar del número.,Ubica el marcador sobre la recta numérica para marcar el lugar del número.,Bewege den Schieber auf die angegebene Zahl.,NO APPROVED TRANSLATION,Move the slider to mark the number.,Movu la glitilon por marki la nombron.,NO APPROVED TRANSLATION,Verplaats de schuifregelaar om het getal te markeren.,Mova o marcador até o número.
pick-buddy,general,Pick a buddy to play with!,¡Elegí un amigo para jugar!,¡Escoge un amigo para jugar!,"Du kannst dir jetzt aussuchen, wer mit dir spielen soll!",NO APPROVED TRANSLATION,,Elektu kamaradon por ludi kun!,NO APPROVED TRANSLATION,,Escolha quem vai jogar com você!
proud,theory-of-mind,proud,orgulloso,orgulloso,stolz,NO APPROVED TRANSLATION,,fiera,NO APPROVED TRANSLATION,trots,
proud-fem,theory-of-mind,proud,orgullosa,,,,,fiera,,trots[VROUW],
proud-plural,theory-of-mind,proud,orgullosos,,,,,fiera[PLURAL],,trots [MEERVOUD],
redball,theory-of-mind,The red ball,La pelota roja,La pelota roja,Den roten Ball,NO APPROVED TRANSLATION,,La ruĝa pilko,NO APPROVED TRANSLATION,De rode bal,
redstack,theory-of-mind,The medium sized red stack,La torre roja mediana,La torre roja mediana,Den mittelgroßen roten Stapel,NO APPROVED TRANSLATION,,La meza ruĝa stako,NO APPROVED TRANSLATION,De middelgrote rode stapel,
replay-button,general,Press the speaker button if you want the question repeated.,Presioná el botón del altavoz si querés que se repita la pregunta.,Presiona el botón del altavoz si deseas que se repita la pregunta.,"Klick auf die Wiederholungstaste, wenn du die Frage nochmal hören willst.",NO APPROVED TRANSLATION,,Premu la laŭtparolan butonon se vi volas ke la demando estu ripetita.,NO APPROVED TRANSLATION,,Pressione o botão do alto-falante se quiser que a pergunta seja repetida.
rocks,theory-of-mind,A rock,Una roca,Una roca,Einen Felsen,NO APPROVED TRANSLATION,,Roko,NO APPROVED TRANSLATION,Een rots,
rug,theory-of-mind,Under the rug,Debajo de la alfombra,Debajo de la alfombra,Unter dem Teppich,NO APPROVED TRANSLATION,,Sub la tapiŝo,NO APPROVED TRANSLATION,Onder het tapijt,
sad,theory-of-mind,sad,triste,triste,traurig,NO APPROVED TRANSLATION,,trista,NO APPROVED TRANSLATION,verdrietig,
sad-fem,theory-of-mind,sad,triste,,,,,malĝoja,,verdrietig[VROUW],
sad-plural,theory-of-mind,sad,tristes,,,,,malĝoja[PLURAL],,verdrietig[MEERVOUD],
same-different-selection-2match-prompt1-v2,same-different-selection,Choose two cards that are the same in one way to make a match.,Elegí dos cartas que sean iguales en algo para formar una pareja.,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,Choose two cards that are the same in one way to make a match.,Elektu du kartojn kiuj estas samaj iel por fari paron.,NO APPROVED TRANSLATION,Kies twee kaarten die op één manier hetzelfde zijn om een koppel te maken.,
same-different-selection-2match-prompt2-v2,same-different-selection,Choose two cards that are the same in a new way to make a match.,Elegí dos cartas que sean iguales en algo nuevo para formar una pareja.,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,Choose two cards that are the same in a new way to make a match.,Elektu du kartojn kiuj estas samaj laŭ nova maniero por fari paron.,NO APPROVED TRANSLATION,Kies twee kaarten die op een nieuwe manier hetzelfde zijn om een koppel te maken.,
same-different-selection-both-blue,same-different-selection,Here are two cards. These cards are the same in one way. They are both blue.,Aquí hay dos cartas. Estas cartas son iguales en algo. Las dos son azules.,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,Here are two cards. These cards are the same in one way. They are both blue.,Jen du kartoj. Tiuj kartoj estas samaj iel. Ili ambaŭ estas bluaj.,NO APPROVED TRANSLATION,Hier zijn twee kaarten. Deze kaarten zijn op één manier hetzelfde. Ze zijn allebei blauw.,
same-different-selection-both-blue-heavy,same-different-selection,Here are two pictures. Something's the same. They're both blue.,,Aquí hay dos imágenes. Algo es igual. Ambas son azules.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind blau.,NO APPROVED TRANSLATION,,,NO APPROVED TRANSLATION,,
same-different-selection-both-circles,same-different-selection,Here are two cards. These cards are the same in one way. They are both circles.,Aquí hay dos cartas. Estas cartas son iguales en algo. Las dos son círculos.,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,NO APPROVED TRANSLATION,Here are two cards. These cards are the same in one way. They are both circles.,Jen du kartoj. Tiuj kartoj estas samaj iel. Ili ambaŭ estas cirkloj.,NO APPROVED TRANSLATION,Hier zijn twee kaarten. Deze kaarten zijn op één manier hetzelfde. Ze zijn allebei cirkels.,
