identifier,labels,en,es-CO,de,fr-CA,nl,context
vocab-item-080,vocab,the tulip,el tulipán,die tulpe,the tulip,de tulp,"vocab-item-080
"
vocab-item-081,vocab,the turbine,la turbina,die turbine,the turbine,de turbine,"vocab-item-081
"
vocab-item-082,vocab,the turkey,el pavo,der truthahn,the turkey,de kalkoen,"vocab-item-082
"
vocab-item-083,vocab,the turtle,la tortuga,die schildkröte,the turtle,de schildpad,"vocab-item-083
"
vocab-item-084,vocab,the typewriter,la máquina de escribir,die schreibmaschine,the typewriter,de typemachine,"vocab-item-084
"
vocab-item-085,vocab,the watermelon,la sandía,die wassermelone,the watermelon,de watermeloen,"vocab-item-085
"
vocab-item-086,vocab,the waterwheel,la rueda hidráulica,das wasserrad,the waterwheel,het waterrad,"vocab-item-086
"
vocab-item-087,vocab,the ant,la hormiga,die ameise,the ant,de mier,"vocab-item-087
"
vocab-item-088,vocab,the ball,la pelota,der kugel,the ball,de bal,"vocab-item-088
"
vocab-item-089,vocab,the bear,el oso,der bär,the bear,de beer,"vocab-item-089
"
vocab-item-090,vocab,the duck,el pato,die ente,the duck,de eend,"vocab-item-090
"
vocab-item-091,vocab,the fork,el tenedor,die gabel,the fork,de vork,"vocab-item-091
"
vocab-item-092,vocab,the kitten,el gatito,das kätzchen,the kitten,het poesje,"vocab-item-092
"
vocab-item-093,vocab,the knee,la rodilla,das knie,the knee,de knie,"vocab-item-093
"
vocab-item-094,vocab,the milkshake,la malteada,der milchshake,the milkshake,de milkshake,"vocab-item-094
"
vocab-item-095,vocab,the skin,la piel,der haut,the skin,de huid,"vocab-item-095
"
vocab-item-096,vocab,the wall,el muro,die wand,the wall,de muur,"vocab-item-096
"
vocab-item-097,vocab,the wheel,la rueda,das rad,the wheel,het wiel,"vocab-item-097
"
vocab-item-098,vocab,the farm,la granja,der bauernhof,the farm,de boerderij,"vocab-item-098
"
vocab-item-099,vocab,juggling,el malabarismo,der jonglieren,juggling,jongleren,"vocab-item-099
"
vocab-item-100,vocab,the dressing,el aderezo,der Dressing,the dressing,de dressing,"vocab-item-100
"
vocab-item-101,vocab,the roof,el techo,das dach,the roof,het dak,"vocab-item-101
"
vocab-item-102,vocab,peeking,espiando,spähen,peeking,gluren,"vocab-item-102
"
vocab-item-103,vocab,the ruler,la regla,das lineal,the ruler,de heerser,"vocab-item-103
"
vocab-item-104,vocab,the tunnel,el túnel,der tunnel,the tunnel,de tunnel,"vocab-item-104
"
vocab-item-105,vocab,the envelope,el sobre,der umschlag,the envelope,de envelop,"vocab-item-105
"
vocab-item-106,vocab,the diamond,el diamante,der diamant,the diamond,de diamant,"vocab-item-106
"
vocab-item-107,vocab,the calendar,el calendario,der kalender,the calendar,de kalender,"vocab-item-107
"
vocab-item-108,vocab,the panda,el panda,der panda,the panda,de panda,"vocab-item-108
"
vocab-item-109,vocab,the arrow,la flecha,der pfeil,the arrow,de pijl,"vocab-item-109
"
vocab-item-110,vocab,picking,cosecha,pflücken,picking,plukken,"vocab-item-110
"
vocab-item-111,vocab,dripping,goteo,tropfen ,dripping,druipend,"vocab-item-111
"
vocab-item-112,vocab,the knight,el caballero,der ritter,the knight,de ridder,"vocab-item-112
"
vocab-item-113,vocab,delivering,entregando,liefern,delivering,leveren,"vocab-item-113
"
vocab-item-114,vocab,the dentist,la dentista,der zahnarzt,the dentist,de tandarts,"vocab-item-114
"
vocab-item-115,vocab,the claw,la garra,der Klauenhammer,the claw,de klauw,"vocab-item-115
"
vocab-item-116,vocab,the uniform,el uniforme,die uniform,the uniform,het uniform,"vocab-item-116
"
vocab-item-117,vocab,furry,peludo,pelzig,furry,harig,"vocab-item-117
"
vocab-item-118,vocab,the cormorant,el cormorán,der kormoran,the cormorant,de aalscholver,"vocab-item-118
"
vocab-item-119,vocab,fetch,traer,bringen,fetch,ophalen,"vocab-item-119
"
vocab-item-120,vocab,the arcade,la arcada,die arkade,the arcade,de speelhal,"vocab-item-120
"
vocab-item-121,vocab,the artifact,el artefacto,das artefakt,the artifact,het artefact,"vocab-item-121
"
vocab-item-122,vocab,aversion,aversión,abneigung,aversion,afkeer,"vocab-item-122
"
vocab-item-123,vocab,the beret,la boina,die baskenmütze,the beret,de baret,"vocab-item-123
"
vocab-item-124,vocab,applaud,aplaudir,applaudieren,applaud,applaudisseren,"vocab-item-124
"
vocab-item-125,vocab,timid,tímido,schüchtern,timid,timide,"vocab-item-125
"
vocab-item-126,vocab,the camp,el campamento,das lager,the camp,het kamp,"vocab-item-126
"
vocab-item-127,vocab,tumble,caída,turnen,tumble,tuimelen,"vocab-item-127
"
vocab-item-128,vocab,concentric,concéntrico,konzentrisch,concentric,concentrisch,"vocab-item-128
"
vocab-item-129,vocab,the confectionery,la confitería,der Süßigkeiten,the confectionery,de zoetwaren,"vocab-item-129
"
vocab-item-130,vocab,the couturier,el costurero,der Schneider,the couturier,de couturier,"vocab-item-130
"
vocab-item-131,vocab,degression,disminución,degression,degression,degressie,"vocab-item-131
"
vocab-item-132,vocab,the divan,el diván,die Ottomane,the divan,de divan,"vocab-item-132
"
vocab-item-133,vocab,the wetland,el humedal,das feuchtgebiet,the wetland,het moeras,"vocab-item-133
"
vocab-item-134,vocab,the baywindow,la ventana salediza,das erkerfenster,the baywindow,het erkerraam,"vocab-item-134
"
vocab-item-135,vocab,the aesthete,el esteta,der ästhetik,the aesthete,de estheet,"vocab-item-135
"
vocab-item-136,vocab,ecstatic,extático,ekstatisch,ecstatic,extatisch,"vocab-item-136
"
vocab-item-137,vocab,rickety,desvencijado,heruntergekommen,rickety,gammel,"vocab-item-137
"
vocab-item-138,vocab,gourmet,gourmet,feinschmecker,gourmet,gastronomisch,"vocab-item-138
"
vocab-item-139,vocab,gesticulate,gesticular,gestikulieren,gesticulate,gebaren,"vocab-item-139
"
vocab-item-140,vocab,the facade,la fachada,die fassade,the facade,de gevel,"vocab-item-140
"
vocab-item-141,vocab,the slope,la pendiente,der hang,the slope,de helling,"vocab-item-141
"
vocab-item-142,vocab,the habit,el hábito,die Angewohnheit,the habit,de gewoonte,"vocab-item-142
"
vocab-item-143,vocab,the intersection,la intersección,die kreuzung,the intersection,het kruispunt,"vocab-item-143
"
vocab-item-144,vocab,the irrigation,la irrigación,die bewässerung,the irrigation,de irrigatie,"vocab-item-144
"
vocab-item-145,vocab,the kazoo,el kazoo,der kazoo,the kazoo,de kazoo,"vocab-item-145
"
vocab-item-146,vocab,chat,conversar,quatschen ,chat,kletsen,"vocab-item-146
"
vocab-item-147,vocab,the colony,la colonia,die kolonie,the colony,de kolonie,"vocab-item-147
"
vocab-item-148,vocab,preserve,preservar,aufbewahren,preserve,beschermen,"vocab-item-148
"
vocab-item-149,vocab,the awning,el toldo,der sonnensegel,the awning,de luifel,"vocab-item-149
"
vocab-item-150,vocab,mammalogy,mamalogía,säugetierkunde,mammalogy,mammologie,"vocab-item-150
"
vocab-item-151,vocab,the metronome,el metrónomo,das metronom,the metronome,de metronoom,"vocab-item-151
"
vocab-item-152,vocab,the paleontologist,el paleontólogo,der paläontologe,the paleontologist,de paleontoloog,"vocab-item-152
"
vocab-item-153,vocab,the percussion,la percusión,die perkussion,the percussion,de percussie,"vocab-item-153
"
vocab-item-154,vocab,the posterior,la posterior,der hinten,the posterior,de achterste,"vocab-item-154
"
vocab-item-155,vocab,precarious,precario,prekär,precarious,onzeker,"vocab-item-155
"
vocab-item-156,vocab,the arbor,el quiosco,der Pavillon,the arbor,de prieel,"vocab-item-156
"
vocab-item-157,vocab,resuscitation,resucitación,wiederbelebung,resuscitation,reanimatie,"vocab-item-157
"
vocab-item-158,vocab,the rosette,el rosetón,die rosette,the rosette,de rozet,"vocab-item-158
"
vocab-item-159,vocab,the saffron,el azafrán,der safran,the saffron,de saffraan,"vocab-item-159
"
vocab-item-160,vocab,mischievous,travieso,schelmisch,mischievous,ondeugend,"vocab-item-160
"
vocab-item-161,vocab,the skimmer,la desnatadora,der abschäumer,the skimmer,de schuimspaan,"vocab-item-161
"
vocab-item-162,vocab,sedentary,sedentario,sitzend,sedentary,gevestigd,"vocab-item-162
"
vocab-item-163,vocab,the suede,la gamuza,das wildleder,the suede,het suède,"vocab-item-163
"
vocab-item-164,vocab,the turnstile,el torniquete,das Drehkreuz,the turnstile,het draaihekje,"vocab-item-164
"
vocab-item-165,vocab,the triad,la tríada,die triade,the triad,de triade,"vocab-item-165
"
vocab-item-166,vocab,dredging,dragado,baggern,dredging,baggeren,"vocab-item-166
"
vocab-item-167,vocab,urban,urbano,städtisch,urban,stedelijk,"vocab-item-167
"
vocab-item-168,vocab,the steam,el vapor,der dampf,the steam,de stoom,"vocab-item-168
"
vocab-item-169,vocab,the vertebra,la vértebra,der wirbel,the vertebra,de wervel,"vocab-item-169
"
vocab-item-170,vocab,the bandage,el vendaje,der verband,the bandage,het verband,"vocab-item-170
"
vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!","In diesem Spiel hörst du Wörter und siehst dir verschiedene Bilder an. Deine Aufgabe ist es, das Bild auszuwählen, das zum Wort passt!","In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!",In dit spel ga je naar woorden luisteren en naar verschillende plaatjes kijken. Jouw taak is om het plaatje te kiezen dat bij het woord past!,"vocab-instruct-1
"
vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","A continuación, verás algunas imágenes, por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás la palabra que identifica una de las imágenes. ¡Asegúrate de elegir la imagen que coincida con la palabra!","Du wirst einige verschiedene Bilder sehen. Zum Beispiel ein Bild von einem Apfel und ein Bild von einer Karotte. Dann hörst du ein Wort zu einem der Bilder. Achte darauf, dass du das Bild auswählst, das zum Wort passt!","You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!",Je gaat een aantal verschillende plaatjes zien. Bijvoorbeeld een plaatje van een appel en een plaatje van een wortel. Dan hoor je een woord voor een van de plaatjes. Zorg ervoor dat je het plaatje kiest dat bij het woord past!,"vocab-practice-1
"
vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!","Manche Wörter sind schwer, und das ist in Ordnung. Wenn du dir nicht sicher bist, gib einfach dein Bestes!","Some words are hard, and that's okay. If you're not sure, just give your best guess!","Sommige woorden zijn moeilijk, en dat is oké. Als je het niet zeker weet, geef dan gewoon je beste gok!","vocab-instruct-2
"
vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button.","Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz.","Wenn du das Wort noch einmal hören möchtest, drücke die Lautsprechertaste.","If you need to hear the word again, press the speaker button.","Wilt u het woord nogmaals horen, druk dan op de luidsprekerknop.","vocab-instruct-3
"
shared-intro-devices,trog,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","U kunt op een touchscreen tikken, het touchpad gebruiken of op de pijltjestoetsen drukken voor deze activiteit. Probeer het nu.","shared-intro-devices
"
shared-choose-picture-press-arrow,trog,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","Om een pijltjestoets te gebruiken om een afbeelding te selecteren, drukt u op de toets die in dezelfde richting wijst als de pijl onder de afbeelding.","shared-choose-picture-press-arrow
"
shared-intro-replay,trog,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,Je kunt op de replay-knop drukken om dingen opnieuw te horen. Probeer het nu.,"shared-intro-replay
"
